tick,population,mean_s,mean_cv,resource
50,15,0.0000,1.0000,95.20
100,15,0.0000,1.0000,91.66
150,15,0.0040,1.0000,88.82
200,15,0.0164,1.0000,86.54
250,15,0.0224,1.0000,84.70
300,15,0.0277,1.0000,83.21
350,15,0.0324,1.0000,82.02
400,15,0.0401,1.0000,81.06
450,15,0.0433,1.0000,80.28
500,15,0.0461,1.0000,79.65
550,15,0.0486,1.0000,79.14
600,15,0.0527,1.0000,78.73
650,17,0.0479,1.0000,77.83
700,23,0.0364,1.0000,73.13
750,24,0.0357,1.0000,66.12
800,28,0.0318,1.0000,59.07
850,30,0.0078,1.0000,52.16
900,30,0.0069,1.0000,47.27
950,30,0.0101,1.0000,44.15
1000,30,0.0176,1.0000,42.15
1050,30,0.0235,1.0000,40.87
1100,30,0.0287,1.0000,40.04
1150,30,0.0356,1.0000,39.50
1200,30,0.0408,1.0000,39.15
1250,24,0.0549,1.0000,40.19
1300,20,0.0699,1.0000,43.50
1350,17,0.0887,1.0000,48.25
1400,16,0.0994,1.0000,53.22
1450,16,0.1025,1.0000,57.24
1500,16,0.1052,1.0000,60.39
1550,16,0.1088,1.0000,62.85
1600,16,0.1115,1.0000,64.78
1650,16,0.1131,1.0000,66.29
1700,16,0.1145,1.0000,67.47
1750,16,0.1164,1.0000,68.39
1800,17,0.1109,1.0000,68.48
1850,19,0.1000,1.0000,68.16
1900,21,0.0910,1.0000,64.95
1950,24,0.0803,1.0000,60.63
2000,29,0.0669,1.0000,55.73
2050,31,0.0409,1.0000,49.56
2100,32,0.0172,1.0000,44.77
2150,32,0.0162,1.0000,41.50
2200,32,0.0199,1.0000,39.48
2250,24,0.0461,1.0000,40.35
2300,13,0.1118,1.0000,46.25
2350,10,0.1815,1.0000,54.87
2400,10,0.2133,1.0000,63.26
2450,10,0.2473,1.0000,70.41
2500,10,0.2656,1.0000,76.51
2550,10,0.2847,1.0000,81.71
2600,10,0.3015,1.0000,86.14
2650,10,0.3194,1.0000,89.91
2700,10,0.3291,1.0000,93.11
2750,10,0.3392,1.0000,95.84
2800,10,0.3480,1.0000,98.15
2850,13,0.2750,1.0000,98.38
2900,15,0.2417,1.0000,95.06
2950,17,0.1788,1.0000,90.00
3000,19,0.0887,1.0000,84.18
3050,20,0.0479,1.0000,77.65
3100,20,0.0568,1.0000,72.48
3150,20,0.0886,1.0000,68.61
3200,20,0.1302,1.0000,65.67
3250,20,0.1691,1.0000,63.42
3300,20,0.2039,1.0000,61.69
3350,20,0.2330,1.0000,60.35
3400,20,0.2576,1.0000,59.32
3450,20,0.2781,1.0000,58.53
3500,20,0.2965,1.0000,57.91
3550,20,0.3118,1.0000,57.42
3600,20,0.3249,1.0000,57.04
3650,21,0.3197,1.0000,56.22
3700,21,0.3289,1.0000,55.40
3750,24,0.2946,0.1248,53.99
3800,27,0.2669,0.0950,50.66
3850,28,0.2615,0.0950,47.42
3900,31,0.1963,0.0886,44.28
3950,33,0.1834,0.0947,41.26
4000,36,0.1356,0.0947,37.86
4050,36,0.1466,0.0947,35.25
4100,35,0.1630,0.0947,33.79
4150,29,0.1998,0.1003,34.54
4200,28,0.1615,0.1003,36.68
4250,27,0.1913,0.1003,38.29
4300,22,0.2759,0.1038,40.00
4350,16,0.4638,0.1340,45.21
4400,16,0.5375,0.1340,50.47
4450,16,0.6004,0.1340,54.44
4500,16,0.6620,0.1340,57.43
4550,16,0.7171,0.1340,59.65
4600,16,0.7559,0.1340,61.30
4650,16,0.7891,0.1340,62.51
4700,16,0.8217,0.1340,63.38
4750,16,0.8507,0.1340,64.01
4800,16,0.8712,0.1340,64.45
4850,16,0.8887,0.1340,64.75
4900,16,0.9059,0.1340,64.96
4950,16,0.9212,0.1340,65.09
5000,17,0.8373,0.1340,65.17
5050,18,0.7555,0.1340,63.91
5100,18,0.7633,0.1340,62.71
5150,20,0.6331,0.1340,61.01
5200,24,0.4288,0.1340,57.65
5250,31,0.1947,0.1070,52.61
5300,31,0.2220,0.1070,46.52
5350,31,0.2691,0.1070,42.67
5400,31,0.3593,0.1070,40.14
5450,32,0.4106,0.1070,38.09
5500,32,0.4875,0.1070,36.62
5550,32,0.5574,0.1070,35.62
5600,32,0.6250,0.1070,34.90
5650,32,0.6776,0.1070,34.39
5700,32,0.7272,0.1070,34.00
5750,32,0.7659,0.1070,33.70
5800,32,0.8021,0.1070,33.47
5850,32,0.8299,0.1070,33.28
5900,32,0.8560,0.1070,33.14
5950,32,0.8764,0.1070,33.01
6000,32,0.8956,0.1070,32.91
6050,32,0.9102,0.1070,32.83
6100,32,0.9240,0.1070,32.76
6150,32,0.9348,0.1070,32.70
6200,32,0.9449,0.1070,32.65
6250,32,0.9526,0.1070,32.61
6300,33,0.9090,0.1070,32.39
6350,33,0.9135,0.1070,32.09
