tick,population,mean_s,mean_cv,resource
50,15,0.0000,1.0000,95.20
100,15,0.0000,1.0000,91.66
150,15,0.0145,1.0000,88.80
200,15,0.0710,1.0000,86.47
250,15,0.1023,1.0000,84.52
300,15,0.1297,1.0000,82.89
350,15,0.1462,1.0000,81.54
400,15,0.1803,1.0000,80.42
450,15,0.1906,1.0000,79.50
500,15,0.2076,1.0000,78.73
550,15,0.2226,1.0000,78.09
600,17,0.2052,1.0000,77.17
650,18,0.1721,1.0000,74.72
700,19,0.1487,1.0000,71.41
750,22,0.1294,1.0000,66.97
800,26,0.0713,1.0000,61.47
850,29,0.0792,1.0000,54.51
900,30,0.0718,1.0000,48.75
950,30,0.0899,1.0000,44.94
1000,30,0.1277,1.0000,42.48
1050,30,0.1491,1.0000,40.87
1100,30,0.1671,1.0000,39.80
1150,30,0.1916,1.0000,39.09
1200,30,0.2111,1.0000,38.61
1250,25,0.2672,1.0000,39.01
1300,22,0.3215,1.0000,41.92
1350,22,0.3351,1.0000,44.50
1400,22,0.3483,1.0000,46.32
1450,20,0.3975,1.0000,48.52
1500,20,0.4036,1.0000,50.39
1550,18,0.4633,1.0000,52.05
1600,15,0.5630,1.0000,56.15
1650,15,0.5757,1.0000,59.67
1700,15,0.5706,1.0000,62.43
1750,16,0.5465,1.0000,64.25
1800,16,0.5624,1.0000,65.13
1850,18,0.4761,1.0000,64.72
1900,19,0.4116,1.0000,63.68
1950,21,0.3439,1.0000,61.86
2000,24,0.2867,1.0000,58.14
2050,24,0.3005,1.0000,54.61
2100,27,0.2147,1.0000,50.70
2150,29,0.1637,1.0000,47.47
2200,30,0.1733,1.0000,44.01
2250,24,0.2611,1.0000,42.89
2300,24,0.3289,1.0000,44.09
2350,22,0.4340,1.0000,45.42
2400,20,0.5579,1.0000,47.53
2450,20,0.6076,1.0000,49.40
2500,20,0.6627,1.0000,50.66
2550,20,0.7077,1.0000,51.51
2600,20,0.7514,1.0000,52.05
2650,20,0.7705,1.0000,52.39
2700,20,0.7963,1.0000,52.59
2750,20,0.8202,1.0000,52.70
2800,20,0.8505,1.0000,52.74
2850,20,0.8634,1.0000,52.73
2900,20,0.8758,1.0000,52.70
2950,20,0.8815,1.0000,52.67
3000,20,0.8843,1.0000,52.63
3050,21,0.8246,1.0000,52.22
3100,23,0.7088,1.0000,51.13
3150,23,0.7161,1.0000,49.70
3200,25,0.6158,1.0000,48.37
3250,29,0.4499,1.0000,45.87
3300,30,0.4400,1.0000,42.57
3350,34,0.3292,1.0000,39.26
3400,34,0.3678,1.0000,36.58
3450,37,0.3344,1.0000,34.40
3500,38,0.3605,1.0000,32.21
3550,38,0.4217,1.0000,30.83
3600,39,0.4496,1.0000,30.17
3650,39,0.4949,1.0000,29.22
3700,39,0.5462,1.0000,28.64
3750,39,0.6096,1.0000,28.24
3800,38,0.6625,1.0000,28.08
3850,35,0.7126,1.0000,28.57
3900,35,0.7513,1.0000,29.39
3950,33,0.7993,1.0000,30.35
4000,33,0.8258,1.0000,31.06
4050,33,0.8452,1.0000,31.44
4100,33,0.8586,1.0000,31.63
4150,33,0.8726,1.0000,31.72
4200,33,0.8933,1.0000,31.75
4250,33,0.9037,1.0000,31.74
4300,33,0.9126,1.0000,31.72
4350,33,0.9180,1.0000,31.70
4400,33,0.9317,1.0000,31.68
4450,33,0.9298,1.0000,31.65
4500,33,0.9311,1.0000,31.64
4550,33,0.9406,1.0000,31.62
4600,33,0.9434,1.0000,31.60
4650,33,0.9471,1.0000,31.59
4700,33,0.9464,1.0000,31.58
4750,33,0.9497,1.0000,31.57
4800,35,0.8607,1.0000,31.49
4850,36,0.8197,1.0000,30.56
4900,36,0.8197,1.0000,30.01
4950,39,0.7201,1.0000,29.10
5000,41,0.6662,1.0000,27.95
5050,45,0.5568,1.0000,26.55
5100,46,0.5248,1.0000,25.26
5150,44,0.5595,1.0000,24.91
5200,44,0.5354,1.0000,24.98
5250,43,0.5580,1.0000,25.04
5300,40,0.5601,0.2282,25.57
5350,42,0.4772,0.2282,26.37
5400,41,0.5161,0.2282,26.31
5450,41,0.4756,0.2270,26.38
5500,40,0.5265,0.2270,26.81
5550,37,0.5924,0.2270,27.59
5600,37,0.6097,0.2270,28.09
5650,36,0.5751,0.2326,29.11
5700,35,0.6132,0.2326,29.59
5750,36,0.5762,0.2317,29.89
5800,36,0.6137,0.2317,29.97
5850,35,0.6599,0.2263,30.15
5900,35,0.6999,0.2263,30.36
5950,34,0.7538,0.2263,30.61
6000,34,0.7914,0.2263,30.87
6050,34,0.8206,0.2263,30.97
6100,34,0.8405,0.2263,30.99
6150,34,0.8631,0.2263,30.97
6200,34,0.8837,0.2263,30.93
6250,34,0.9004,0.2263,30.88
6300,34,0.9132,0.2263,30.83
6350,34,0.9273,0.2263,30.78
