tick,population,mean_s,mean_cv,resource
50,15,0.0000,1.0000,95.20
100,15,0.0000,1.0000,91.66
150,15,0.0120,1.0000,88.80
200,15,0.0586,1.0000,86.48
250,15,0.0836,1.0000,84.56
300,15,0.1056,1.0000,82.96
350,15,0.1249,1.0000,81.65
400,15,0.1569,1.0000,80.55
450,15,0.1700,1.0000,79.65
500,15,0.1816,1.0000,78.90
550,15,0.1918,1.0000,78.27
600,15,0.2087,1.0000,77.76
650,15,0.2156,1.0000,77.33
700,18,0.1848,1.0000,75.35
750,23,0.0705,1.0000,70.75
800,27,0.0548,1.0000,62.76
850,30,0.0364,1.0000,55.65
900,30,0.0518,1.0000,49.42
950,30,0.0696,1.0000,45.41
1000,30,0.0978,1.0000,42.82
1050,30,0.1251,1.0000,41.13
1100,30,0.1442,1.0000,40.02
1150,30,0.1589,1.0000,39.28
1200,30,0.1769,1.0000,38.78
1250,27,0.2133,1.0000,38.60
1300,22,0.2755,1.0000,41.42
1350,21,0.2996,1.0000,44.54
1400,19,0.3462,1.0000,48.02
1450,19,0.3588,1.0000,50.77
1500,19,0.3671,1.0000,52.80
1550,19,0.3736,1.0000,54.30
1600,19,0.3815,1.0000,55.39
1650,19,0.3881,1.0000,56.20
1700,19,0.3925,1.0000,56.78
1750,19,0.3960,1.0000,57.21
1800,18,0.4224,1.0000,58.00
1850,18,0.4261,1.0000,58.86
1900,19,0.3685,1.0000,58.89
1950,22,0.3182,1.0000,57.93
2000,27,0.1845,1.0000,54.50
2050,27,0.1374,1.0000,50.14
2100,25,0.1690,1.0000,47.76
2150,21,0.2356,1.0000,47.84
2200,17,0.3295,1.0000,50.11
2250,16,0.3759,1.0000,54.07
2300,16,0.4412,1.0000,57.47
2350,16,0.4989,1.0000,60.01
2400,16,0.5825,1.0000,61.87
2450,16,0.6432,1.0000,63.20
2500,16,0.6968,1.0000,64.14
2550,16,0.7332,1.0000,64.78
2600,16,0.7796,1.0000,65.21
2650,16,0.8116,1.0000,65.48
2700,16,0.8399,1.0000,65.64
2750,16,0.8591,1.0000,65.72
2800,16,0.8836,1.0000,65.74
2850,17,0.8083,1.0000,65.59
2900,17,0.8200,1.0000,64.79
2950,17,0.8274,1.0000,64.17
3000,18,0.7613,1.0000,63.51
3050,21,0.5726,1.0000,61.25
3100,25,0.3747,1.0000,56.85
3150,28,0.2770,1.0000,51.53
3200,29,0.2854,1.0000,47.08
3250,30,0.3216,1.0000,43.82
3300,30,0.3988,1.0000,41.30
3350,32,0.3983,1.0000,39.29
3400,32,0.4725,1.0000,37.37
3450,32,0.5392,1.0000,36.10
3500,32,0.5979,1.0000,35.24
3550,32,0.6534,1.0000,34.62
3600,32,0.7095,1.0000,34.17
3650,32,0.7526,1.0000,33.83
3700,32,0.7871,1.0000,33.57
3750,32,0.8170,1.0000,33.36
3800,32,0.8466,1.0000,33.20
3850,32,0.8694,1.0000,33.07
3900,32,0.8876,1.0000,32.96
3950,32,0.9033,1.0000,32.87
4000,32,0.9190,1.0000,32.79
4050,32,0.9310,1.0000,32.73
4100,32,0.9406,1.0000,32.67
4150,33,0.8983,1.0000,32.30
4200,33,0.9053,1.0000,32.06
4250,33,0.9159,1.0000,31.90
4300,33,0.9258,1.0000,31.80
4350,33,0.9380,1.0000,31.72
4400,34,0.8974,1.0000,31.35
4450,34,0.9046,1.0000,31.11
4500,34,0.9128,1.0000,30.96
4550,34,0.9256,1.0000,30.85
4600,36,0.8460,1.0000,30.31
4650,36,0.8513,1.0000,29.83
4700,40,0.7057,1.0000,29.01
4750,41,0.6820,1.0000,27.75
4800,43,0.6052,0.2165,26.71
4850,47,0.5147,0.2165,25.21
4900,49,0.4515,0.2113,23.96
4950,47,0.4631,0.2113,23.21
5000,47,0.4668,0.2113,23.55
5050,43,0.5213,0.2113,23.89
5100,40,0.5621,0.2113,24.94
5150,40,0.5559,0.2301,26.09
5200,40,0.5769,0.2447,26.66
5250,38,0.6360,0.2447,27.00
5300,38,0.6498,0.2447,27.59
5350,38,0.6583,0.2447,27.91
5400,38,0.6728,0.2447,28.00
5450,38,0.6753,0.2447,28.19
5500,37,0.7099,0.2447,28.50
5550,37,0.7421,0.2447,28.64
5600,36,0.7915,0.2447,28.88
5650,36,0.8201,0.2447,29.10
5700,35,0.8570,0.2447,29.53
5750,33,0.8995,0.2447,30.03
5800,33,0.9162,0.2447,30.74
5850,33,0.9284,0.2447,31.12
5900,33,0.9386,0.2447,31.33
5950,33,0.9468,0.2447,31.43
6000,33,0.9557,0.2447,31.48
6050,33,0.9621,0.2447,31.50
6100,33,0.9675,0.2447,31.50
6150,34,0.9217,0.2447,31.37
6200,34,0.9253,0.2447,31.08
6250,34,0.9295,0.2447,30.92
6300,34,0.9382,0.2447,30.81
6350,35,0.9008,0.2447,30.71
