tick,population,mean_s,mean_cv,resource
50,15,0.0000,1.0000,95.20
100,15,0.0000,1.0000,91.66
150,15,0.0040,1.0000,88.82
200,15,0.0164,1.0000,86.54
250,15,0.0224,1.0000,84.70
300,15,0.0277,1.0000,83.21
350,15,0.0324,1.0000,82.02
400,15,0.0401,1.0000,81.06
450,15,0.0433,1.0000,80.28
500,15,0.0461,1.0000,79.65
550,15,0.0486,1.0000,79.14
600,15,0.0527,1.0000,78.73
650,16,0.0509,1.0000,77.91
700,18,0.0465,1.0000,75.21
750,22,0.0389,1.0000,71.41
800,26,0.0112,1.0000,64.61
850,30,0.0082,1.0000,56.94
900,30,0.0112,1.0000,50.31
950,30,0.0159,1.0000,46.08
1000,30,0.0310,1.0000,43.36
1050,30,0.0484,1.0000,41.60
1100,30,0.0585,1.0000,40.46
1150,30,0.0675,1.0000,39.71
1200,30,0.0786,1.0000,39.22
1250,30,0.0883,1.0000,38.89
1300,22,0.1278,1.0000,41.04
1350,20,0.1477,1.0000,45.00
1400,19,0.1648,1.0000,48.39
1450,18,0.1825,1.0000,51.96
1500,18,0.1872,1.0000,54.68
1550,17,0.2026,1.0000,57.39
1600,17,0.2081,1.0000,59.55
1650,17,0.2128,1.0000,61.21
1700,17,0.2155,1.0000,62.48
1750,17,0.2178,1.0000,63.45
1800,17,0.2207,1.0000,64.20
1850,18,0.2108,1.0000,64.36
1900,20,0.1909,1.0000,63.03
1950,22,0.1745,1.0000,61.20
2000,28,0.0616,1.0000,55.47
2050,31,0.0331,1.0000,49.47
2100,33,0.0401,1.0000,43.95
2150,34,0.0519,1.0000,40.06
2200,20,0.1351,1.0000,40.01
2250,12,0.2933,1.0000,47.73
2300,10,0.4125,1.0000,56.23
2350,10,0.4588,1.0000,64.18
2400,10,0.5177,1.0000,70.90
2450,10,0.5626,1.0000,76.59
2500,10,0.5946,1.0000,81.38
2550,10,0.6190,1.0000,85.42
2600,10,0.6501,1.0000,88.81
2650,10,0.6738,1.0000,91.67
2700,10,0.6907,1.0000,94.06
2750,10,0.7036,1.0000,96.07
2800,10,0.7200,1.0000,97.76
2850,13,0.5117,1.0000,96.40
2900,17,0.2350,1.0000,92.21
2950,20,0.0967,1.0000,85.01
3000,20,0.1146,1.0000,77.79
3050,20,0.1731,1.0000,72.37
3100,20,0.2449,1.0000,68.22
3150,20,0.3271,1.0000,65.01
3200,20,0.4016,1.0000,62.50
3250,20,0.4591,1.0000,60.55
3300,20,0.5044,1.0000,59.02
3350,20,0.5495,1.0000,57.83
3400,20,0.5889,1.0000,56.89
3450,20,0.6192,1.0000,56.15
3500,20,0.6431,1.0000,55.57
3550,20,0.6669,1.0000,55.10
3600,21,0.6549,1.0000,54.57
3650,21,0.6702,1.0000,53.62
3700,23,0.5940,1.0000,52.11
3750,23,0.6032,1.0000,50.57
3800,24,0.5655,1.0000,49.38
3850,25,0.5269,1.0000,47.54
3900,29,0.4160,0.0934,44.84
3950,33,0.2957,0.0934,41.29
4000,35,0.2624,0.0934,37.88
4050,37,0.2391,0.0934,35.06
4100,36,0.2702,0.0934,33.12
4150,36,0.2903,0.1019,32.05
4200,36,0.3517,0.1019,31.60
4250,33,0.4579,0.1015,31.69
4300,32,0.5428,0.1104,32.64
4350,31,0.6072,0.1104,33.42
4400,31,0.6638,0.1104,33.95
4450,30,0.7317,0.1104,34.53
4500,30,0.7696,0.1104,34.90
4550,30,0.8025,0.1104,35.07
4600,30,0.8334,0.1104,35.13
4650,30,0.8575,0.1104,35.13
4700,30,0.8774,0.1104,35.09
4750,30,0.8948,0.1104,35.04
4800,30,0.9111,0.1104,34.99
4850,30,0.9238,0.1104,34.93
4900,30,0.9343,0.1104,34.88
4950,30,0.9435,0.1104,34.84
5000,30,0.9521,0.1104,34.80
5050,30,0.9588,0.1104,34.76
5100,30,0.9644,0.1104,34.73
5150,30,0.9692,0.1104,34.70
5200,30,0.9738,0.1104,34.68
5250,30,0.9773,0.1104,34.66
5300,30,0.9803,0.1104,34.65
5350,31,0.9276,0.1104,34.32
5400,32,0.8781,0.1104,33.74
5450,33,0.8348,0.1104,33.18
5500,34,0.7983,0.1104,32.41
5550,37,0.6897,0.1104,31.50
5600,38,0.6679,0.1104,30.18
5650,39,0.6520,0.1104,29.04
5700,41,0.6143,0.1104,28.12
5750,43,0.5901,0.1104,26.80
5800,44,0.5649,0.1104,25.80
5850,42,0.5214,0.1104,25.26
5900,41,0.5334,0.1104,25.86
5950,44,0.4435,0.1765,25.55
6000,44,0.4316,0.2145,25.20
6050,43,0.4593,0.2145,25.07
6100,41,0.4925,0.2145,25.88
6150,40,0.5543,0.2145,26.29
6200,37,0.6063,0.2679,27.18
6250,35,0.6360,0.3205,28.69
6300,34,0.6832,0.3205,29.68
6350,34,0.7217,0.3205,30.43
