tick,population,mean_s,mean_cv,resource
50,15,0.0000,1.0000,95.20
100,15,0.0000,1.0000,91.66
150,15,0.0116,1.0000,88.81
200,15,0.0575,1.0000,86.48
250,15,0.0826,1.0000,84.56
300,15,0.1047,1.0000,82.97
350,15,0.1241,1.0000,81.65
400,15,0.1563,1.0000,80.56
450,15,0.1695,1.0000,79.65
500,15,0.1812,1.0000,78.90
550,15,0.1915,1.0000,78.28
600,15,0.2084,1.0000,77.76
650,15,0.2154,1.0000,77.33
700,19,0.1441,1.0000,75.13
750,24,0.1154,1.0000,68.36
800,26,0.1108,1.0000,61.22
850,29,0.0593,1.0000,54.48
900,30,0.0424,1.0000,48.93
950,30,0.0533,1.0000,45.13
1000,30,0.0804,1.0000,42.68
1050,30,0.1048,1.0000,41.07
1100,30,0.1287,1.0000,40.01
1150,30,0.1452,1.0000,39.30
1200,30,0.1678,1.0000,38.81
1250,27,0.2014,1.0000,38.68
1300,22,0.2643,1.0000,41.00
1350,19,0.3199,1.0000,44.82
1400,19,0.3387,1.0000,48.43
1450,19,0.3499,1.0000,51.09
1500,19,0.3604,1.0000,53.05
1550,19,0.3677,1.0000,54.49
1600,19,0.3776,1.0000,55.54
1650,19,0.3835,1.0000,56.32
1700,19,0.3890,1.0000,56.88
1750,19,0.3929,1.0000,57.29
1800,19,0.3981,1.0000,57.58
1850,19,0.4012,1.0000,57.80
1900,20,0.3482,1.0000,57.74
1950,22,0.3168,1.0000,56.18
2000,25,0.2266,1.0000,53.61
2050,29,0.1514,1.0000,49.82
2100,29,0.1396,1.0000,45.70
2150,16,0.2426,1.0000,46.39
2200,15,0.3334,1.0000,52.29
2250,16,0.3470,1.0000,56.56
2300,16,0.4189,1.0000,59.43
2350,16,0.4956,1.0000,61.55
2400,16,0.5728,1.0000,63.08
2450,16,0.6316,1.0000,64.16
2500,16,0.6813,1.0000,64.89
2550,16,0.7316,1.0000,65.38
2600,16,0.7746,1.0000,65.68
2650,16,0.8056,1.0000,65.85
2700,16,0.8318,1.0000,65.93
2750,16,0.8583,1.0000,65.95
2800,16,0.8810,1.0000,65.92
2850,18,0.7228,1.0000,64.62
2900,18,0.7321,1.0000,63.30
2950,18,0.7556,1.0000,62.28
3000,19,0.7045,1.0000,61.40
3050,21,0.6002,1.0000,59.31
3100,24,0.4587,1.0000,55.93
3150,29,0.2799,1.0000,50.79
3200,29,0.3075,1.0000,46.39
3250,31,0.3070,1.0000,42.98
3300,31,0.3758,1.0000,40.29
3350,31,0.4524,1.0000,38.49
3400,32,0.4935,1.0000,36.86
3450,32,0.5625,1.0000,35.76
3500,32,0.6212,1.0000,34.99
3550,32,0.6721,1.0000,34.44
3600,32,0.7267,1.0000,34.03
3650,32,0.7668,1.0000,33.73
3700,32,0.7995,1.0000,33.49
3750,32,0.8270,1.0000,33.30
3800,32,0.8558,1.0000,33.15
3850,32,0.8769,1.0000,33.02
3900,32,0.8942,1.0000,32.92
3950,32,0.9087,1.0000,32.83
4000,32,0.9239,1.0000,32.76
4050,32,0.9350,1.0000,32.70
4100,32,0.9442,1.0000,32.65
4150,32,0.9518,1.0000,32.61
4200,33,0.9088,1.0000,32.27
4250,33,0.9145,1.0000,32.03
4300,34,0.8742,1.0000,31.59
4350,34,0.8818,1.0000,31.28
4400,34,0.8962,1.0000,31.08
4450,35,0.8632,1.0000,30.94
4500,35,0.8742,1.0000,30.53
4550,36,0.8417,1.0000,30.07
4600,36,0.8534,1.0000,29.69
4650,38,0.7880,1.0000,29.05
4700,39,0.7627,1.0000,28.20
4750,40,0.7438,1.0000,27.55
4800,41,0.7016,1.0000,26.94
4850,42,0.6635,1.0000,26.35
4900,42,0.6627,1.0000,25.68
4950,40,0.7033,1.0000,26.06
5000,43,0.6093,1.0000,25.82
5050,45,0.5323,0.2500,25.00
5100,46,0.4857,0.2500,24.74
5150,48,0.4441,0.2500,24.20
5200,46,0.4991,0.2500,23.48
5250,43,0.5416,0.2500,23.87
5300,42,0.5769,0.2500,24.71
5350,39,0.6454,0.2500,25.63
5400,36,0.7212,0.2500,27.14
5450,38,0.6848,0.2663,27.90
5500,39,0.6747,0.2682,27.74
5550,37,0.7232,0.2682,28.07
5600,37,0.7592,0.2682,28.39
5650,37,0.7908,0.2682,28.51
5700,37,0.8215,0.2682,28.54
5750,35,0.8697,0.2682,28.83
5800,34,0.9029,0.2682,29.63
5850,34,0.9166,0.2682,30.12
5900,34,0.9284,0.2682,30.37
5950,34,0.9383,0.2682,30.50
6000,34,0.9488,0.2682,30.56
6050,34,0.9560,0.2682,30.59
6100,34,0.9622,0.2682,30.59
6150,34,0.9674,0.2682,30.58
6200,34,0.9730,0.2682,30.57
6250,34,0.9768,0.2682,30.56
6300,35,0.9321,0.2682,30.29
6350,36,0.8875,0.2682,30.02
