tick,population,mean_s,mean_cv,resource
50,15,0.0000,1.0000,95.20
100,15,0.0000,1.0000,91.66
150,15,0.0000,1.0000,88.82
200,15,0.0000,1.0000,86.56
250,15,0.0000,1.0000,84.75
300,15,0.0000,1.0000,83.31
350,15,0.0000,1.0000,82.16
400,15,0.0000,1.0000,81.24
450,15,0.0000,1.0000,80.50
500,15,0.0000,1.0000,79.92
550,15,0.0000,1.0000,79.45
600,15,0.0000,1.0000,79.07
650,15,0.0000,1.0000,78.77
700,18,0.0000,1.0000,77.49
750,26,0.0000,1.0000,71.11
800,29,0.0000,1.0000,61.60
850,30,0.0000,1.0000,53.61
900,30,0.0000,1.0000,48.21
950,30,0.0000,1.0000,44.77
1000,30,0.0000,1.0000,42.57
1050,30,0.0000,1.0000,41.17
1100,30,0.0000,1.0000,40.28
1150,30,0.0000,1.0000,39.71
1200,30,0.0000,1.0000,39.35
1250,26,0.0000,1.0000,39.51
1300,19,0.0000,1.0000,43.04
1350,16,0.0000,1.0000,48.62
1400,15,0.0000,1.0000,54.27
1450,15,0.0000,1.0000,58.97
1500,15,0.0000,1.0000,62.73
1550,15,0.0000,1.0000,65.72
1600,15,0.0000,1.0000,68.11
1650,15,0.0000,1.0000,70.02
1700,15,0.0000,1.0000,71.55
1750,15,0.0000,1.0000,72.77
1800,16,0.0000,1.0000,73.72
1850,19,0.0000,1.0000,72.89
1900,22,0.0000,1.0000,67.93
1950,28,0.0000,1.0000,61.01
2000,29,0.0000,1.0000,53.69
2050,29,0.0000,1.0000,48.88
2100,30,0.0000,1.0000,45.22
2150,30,0.0000,1.0000,42.86
2200,30,0.0000,1.0000,41.36
2250,30,0.0000,1.0000,40.40
2300,22,0.0000,1.0000,42.24
2350,16,0.0000,1.0000,47.49
2400,13,0.0000,1.0000,53.41
2450,13,0.0000,1.0000,59.82
2500,13,0.0000,1.0000,65.08
2550,13,0.0000,1.0000,69.42
2600,13,0.0000,1.0000,72.99
2650,13,0.0000,1.0000,75.92
2700,13,0.0000,1.0000,78.34
2750,13,0.0000,1.0000,80.33
2800,13,0.0000,1.0000,81.96
2850,13,0.0000,1.0000,83.31
2900,15,0.0000,1.0000,83.71
2950,20,0.0000,1.0000,79.52
3000,23,0.0000,1.0000,72.09
3050,26,0.0000,1.0000,64.61
3100,26,0.0000,1.0000,58.18
3150,26,0.0000,1.0000,53.82
3200,26,0.0000,1.0000,50.87
3250,26,0.0000,1.0000,48.88
3300,26,0.0000,1.0000,47.52
3350,26,0.0000,1.0000,46.61
3400,26,0.0000,1.0000,45.99
3450,26,0.0000,1.0000,45.57
3500,26,0.0000,1.0000,45.29
3550,26,0.0000,1.0000,45.09
3600,25,0.0000,1.0000,45.11
3650,22,0.0000,1.0000,47.06
3700,19,0.0000,1.0000,49.79
3750,16,0.0000,1.0000,53.29
3800,16,0.0000,1.0000,57.44
3850,16,0.0000,1.0000,60.70
3900,17,0.0000,1.0000,63.27
3950,17,0.0000,1.0000,64.43
4000,17,0.0000,1.0000,65.34
4050,18,0.0000,0.0461,65.88
4100,23,0.0000,0.0362,62.48
4150,27,0.0000,0.0448,57.33
4200,29,0.0000,0.0445,51.83
4250,31,0.0000,0.0472,47.19
4300,32,0.0000,0.0490,43.05
4350,27,0.0000,0.0490,41.09
4400,9,0.0000,0.0529,46.55
4450,6,0.0000,0.0456,58.59
4500,6,0.0000,0.0456,70.26
4550,6,0.0000,0.0456,80.94
4600,6,0.0000,0.0456,90.69
4650,6,0.0000,0.0456,99.60
4700,6,0.0000,0.0456,99.82
4750,6,0.0000,0.0456,99.82
4800,6,0.0000,0.0456,99.82
4850,6,0.0000,0.0456,99.82
4900,6,0.0000,0.0456,99.82
4950,8,0.0000,0.0664,99.76
5000,11,0.0000,0.0965,99.67
5050,12,0.0000,0.1129,99.58
5100,12,0.0000,0.1129,99.16
5150,12,0.0000,0.1129,98.81
5200,12,0.0000,0.1129,98.52
5250,12,0.0000,0.1129,98.27
5300,12,0.0000,0.1129,98.07
5350,12,0.0000,0.1129,97.90
5400,12,0.0000,0.1129,97.76
5450,12,0.0000,0.1129,97.64
5500,12,0.0000,0.1129,97.54
5550,12,0.0000,0.1129,97.45
5600,14,0.0000,0.1435,96.14
5650,18,0.0000,0.1754,90.61
5700,23,0.0000,0.1897,82.01
5750,24,0.0000,0.2005,72.00
5800,24,0.0000,0.2005,64.87
5850,24,0.0000,0.2005,59.90
5900,24,0.0000,0.2005,56.43
5950,24,0.0000,0.2005,54.01
6000,24,0.0000,0.2005,52.32
6050,24,0.0000,0.2005,51.15
6100,24,0.0000,0.2005,50.32
6150,24,0.0000,0.2005,49.75
6200,24,0.0000,0.2005,49.35
6250,24,0.0000,0.2005,49.07
6300,24,0.0000,0.2005,48.88
6350,24,0.0000,0.2005,48.74
