tick,population,mean_s,mean_cv,resource
50,15,0.0000,1.0000,95.20
100,15,0.0000,1.0000,91.66
150,15,0.0120,1.0000,88.80
200,15,0.0491,1.0000,86.49
250,15,0.0672,1.0000,84.59
300,15,0.0832,1.0000,83.03
350,15,0.0972,1.0000,81.75
400,15,0.1204,1.0000,80.70
450,15,0.1299,1.0000,79.83
500,15,0.1383,1.0000,79.12
550,15,0.1457,1.0000,78.54
600,15,0.1580,1.0000,78.06
650,16,0.1528,1.0000,77.55
700,17,0.1478,1.0000,75.48
750,21,0.1224,1.0000,72.00
800,29,0.0455,1.0000,62.74
850,29,0.0462,1.0000,54.62
900,30,0.0298,1.0000,48.96
950,30,0.0392,1.0000,45.17
1000,30,0.0642,1.0000,42.73
1050,30,0.0795,1.0000,41.15
1100,30,0.0963,1.0000,40.10
1150,30,0.1114,1.0000,39.42
1200,30,0.1277,1.0000,38.96
1250,29,0.1411,1.0000,38.71
1300,21,0.2075,1.0000,41.72
1350,20,0.2299,1.0000,45.56
1400,18,0.2698,1.0000,48.95
1450,18,0.2774,1.0000,52.27
1500,18,0.2852,1.0000,54.76
1550,18,0.2922,1.0000,56.64
1600,18,0.2998,1.0000,58.05
1650,18,0.3038,1.0000,59.10
1700,18,0.3079,1.0000,59.89
1750,18,0.3116,1.0000,60.48
1800,18,0.3156,1.0000,60.92
1850,18,0.3178,1.0000,61.25
1900,19,0.3031,1.0000,60.85
1950,19,0.3049,1.0000,60.39
2000,26,0.1968,1.0000,57.26
2050,30,0.1460,1.0000,51.49
2100,32,0.0970,1.0000,46.24
2150,35,0.0532,1.0000,41.37
2200,20,0.1193,1.0000,40.94
2250,14,0.2357,1.0000,47.97
2300,12,0.3705,1.0000,55.03
2350,12,0.4520,1.0000,61.46
2400,12,0.5539,1.0000,66.68
2450,12,0.6114,1.0000,70.89
2500,12,0.6678,1.0000,74.27
2550,12,0.7108,1.0000,76.98
2600,12,0.7646,1.0000,79.14
2650,12,0.7949,1.0000,80.85
2700,12,0.8247,1.0000,82.21
2750,12,0.8474,1.0000,83.28
2800,12,0.8757,1.0000,84.11
2850,12,0.8918,1.0000,84.76
2900,13,0.7851,1.0000,84.95
2950,15,0.5991,1.0000,83.20
3000,18,0.3911,1.0000,79.29
3050,22,0.2084,1.0000,72.96
3100,24,0.1650,1.0000,65.45
3150,24,0.2163,1.0000,59.88
3200,24,0.3130,1.0000,55.86
3250,24,0.4117,1.0000,52.89
3300,24,0.4947,1.0000,50.68
3350,24,0.5694,1.0000,49.03
3400,24,0.6352,1.0000,47.78
3450,24,0.6895,1.0000,46.84
3500,24,0.7333,1.0000,46.11
3550,24,0.7728,1.0000,45.55
3600,24,0.8075,1.0000,45.11
3650,24,0.8361,1.0000,44.77
3700,24,0.8593,1.0000,44.50
3750,24,0.8801,1.0000,44.28
3800,24,0.8984,1.0000,44.10
3850,24,0.9135,1.0000,43.96
3900,24,0.9257,1.0000,43.84
3950,24,0.9367,1.0000,43.74
4000,25,0.8804,1.0000,43.24
4050,26,0.8251,1.0000,42.54
4100,29,0.6743,1.0000,41.22
4150,29,0.6842,1.0000,39.64
4200,34,0.4994,1.0000,36.97
4250,37,0.4241,0.1216,34.26
4300,39,0.4094,0.1216,31.82
4350,40,0.4281,0.1216,30.07
4400,42,0.4364,0.1216,28.51
4450,44,0.4443,0.1318,27.06
4500,45,0.4747,0.1318,25.72
4550,44,0.5026,0.1318,24.81
4600,37,0.5304,0.1511,26.47
4650,36,0.5604,0.1511,28.14
4700,34,0.6225,0.1511,29.45
4750,32,0.6850,0.1511,30.87
4800,32,0.7355,0.1511,31.90
4850,32,0.7714,0.1511,32.45
4900,31,0.8119,0.1511,32.94
4950,31,0.8401,0.1511,33.39
5000,31,0.8659,0.1511,33.62
5050,31,0.8842,0.1511,33.72
5100,31,0.9007,0.1511,33.76
5150,31,0.9156,0.1511,33.75
5200,31,0.9292,0.1511,33.73
5250,31,0.9389,0.1511,33.70
5300,31,0.9476,0.1511,33.67
5350,31,0.9555,0.1511,33.64
5400,31,0.9626,0.1511,33.61
5450,31,0.9677,0.1511,33.59
5500,31,0.9723,0.1511,33.56
5550,31,0.9765,0.1511,33.54
5600,32,0.9268,0.1511,33.37
5650,33,0.8782,0.1511,32.77
5700,33,0.8804,0.1511,32.36
5750,33,0.8931,0.1511,32.11
5800,33,0.9076,0.1511,31.95
5850,33,0.9189,0.1511,31.83
5900,36,0.7925,0.1511,31.01
5950,37,0.7602,0.1511,30.20
6000,37,0.7740,0.1511,29.51
6050,39,0.7158,0.1511,28.63
6100,41,0.6691,0.1511,27.71
6150,46,0.5427,0.1973,26.14
6200,43,0.5703,0.1973,25.17
6250,43,0.5858,0.2369,25.11
6300,44,0.5514,0.2369,24.96
6350,42,0.6013,0.2369,25.06
