tick,population,mean_s,mean_cv,resource
50,15,0.0000,1.0000,95.20
100,15,0.0000,1.0000,91.66
150,15,0.0120,1.0000,88.80
200,15,0.0491,1.0000,86.49
250,15,0.0672,1.0000,84.59
300,15,0.0832,1.0000,83.03
350,15,0.0972,1.0000,81.75
400,15,0.1204,1.0000,80.70
450,15,0.1299,1.0000,79.83
500,15,0.1383,1.0000,79.12
550,15,0.1457,1.0000,78.54
600,15,0.1580,1.0000,78.06
650,16,0.1528,1.0000,77.37
700,17,0.1478,1.0000,75.90
750,21,0.0653,1.0000,72.67
800,28,0.0225,1.0000,64.67
850,30,0.0244,1.0000,55.89
900,30,0.0365,1.0000,49.59
950,30,0.0566,1.0000,45.55
1000,30,0.0806,1.0000,42.94
1050,30,0.0999,1.0000,41.24
1100,30,0.1119,1.0000,40.14
1150,30,0.1243,1.0000,39.41
1200,30,0.1370,1.0000,38.93
1250,28,0.1577,1.0000,38.69
1300,21,0.2193,1.0000,41.71
1350,19,0.2527,1.0000,45.64
1400,19,0.2633,1.0000,49.14
1450,19,0.2718,1.0000,51.73
1500,18,0.2924,1.0000,54.21
1550,18,0.2982,1.0000,56.21
1600,18,0.3041,1.0000,57.71
1650,18,0.3088,1.0000,58.84
1700,18,0.3118,1.0000,59.69
1750,19,0.2982,1.0000,60.09
1800,19,0.3012,1.0000,59.84
1850,19,0.3035,1.0000,59.64
1900,20,0.2561,1.0000,59.49
1950,22,0.1691,1.0000,58.03
2000,25,0.1168,1.0000,54.93
2050,31,0.0780,1.0000,49.65
2100,34,0.0707,1.0000,44.75
2150,29,0.1106,1.0000,40.18
2200,15,0.2820,1.0000,45.49
2250,13,0.4107,1.0000,52.79
2300,13,0.4811,1.0000,58.77
2350,13,0.5425,1.0000,63.55
2400,13,0.6019,1.0000,67.36
2450,13,0.6527,1.0000,70.37
2500,13,0.6898,1.0000,72.75
2550,13,0.7222,1.0000,74.61
2600,13,0.7536,1.0000,76.07
2650,13,0.7804,1.0000,77.21
2700,13,0.8000,1.0000,78.09
2750,13,0.8171,1.0000,78.77
2800,13,0.8336,1.0000,79.29
2850,14,0.7872,1.0000,78.93
2900,16,0.6087,1.0000,77.13
2950,22,0.2667,1.0000,73.84
3000,24,0.1836,1.0000,65.91
3050,25,0.1667,1.0000,59.68
3100,25,0.2365,1.0000,55.12
3150,26,0.2854,1.0000,51.30
3200,26,0.3632,1.0000,48.53
3250,26,0.4411,1.0000,46.54
3300,26,0.5125,1.0000,45.09
3350,26,0.5747,1.0000,44.02
3400,26,0.6248,1.0000,43.21
3450,26,0.6680,1.0000,42.61
3500,26,0.7064,1.0000,42.14
3550,26,0.7392,1.0000,41.78
3600,26,0.7656,1.0000,41.50
3650,25,0.8200,1.0000,41.33
3700,25,0.8411,1.0000,41.64
3750,25,0.8591,1.0000,41.82
3800,24,0.9100,1.0000,42.25
3850,24,0.9230,1.0000,42.69
3900,24,0.9346,1.0000,42.98
3950,24,0.9445,1.0000,43.15
4000,24,0.9525,1.0000,43.25
4050,24,0.9594,1.0000,43.31
4100,25,0.8980,1.0000,43.30
4150,28,0.7308,1.0000,42.18
4200,29,0.6837,1.0000,40.52
4250,32,0.5610,1.0000,38.15
4300,34,0.5094,1.0000,36.04
4350,39,0.3893,1.0000,33.51
4400,42,0.3421,1.0000,30.45
4450,44,0.3382,0.1405,28.25
4500,46,0.3614,0.1405,26.37
4550,47,0.4058,0.1706,24.99
4600,47,0.4716,0.1706,24.15
4650,34,0.5642,0.1706,25.90
4700,33,0.6022,0.1729,28.55
4750,31,0.6732,0.1729,30.56
4800,31,0.7129,0.1729,32.15
4850,30,0.7588,0.1729,33.43
4900,30,0.7956,0.1729,34.19
4950,30,0.8260,0.1729,34.60
5000,30,0.8513,0.1729,34.82
5050,30,0.8721,0.1729,34.91
5100,30,0.8921,0.1729,34.94
5150,30,0.9082,0.1729,34.93
5200,30,0.9215,0.1729,34.90
5250,30,0.9325,0.1729,34.87
5300,30,0.9431,0.1729,34.83
5350,30,0.9515,0.1729,34.79
5400,30,0.9586,0.1729,34.76
5450,30,0.9644,0.1729,34.73
5500,30,0.9700,0.1729,34.70
5550,30,0.9744,0.1729,34.68
5600,30,0.9781,0.1729,34.66
5650,30,0.9812,0.1729,34.64
5700,30,0.9841,0.1729,34.63
5750,30,0.9865,0.1729,34.62
5800,30,0.9885,0.1729,34.60
5850,30,0.9901,0.1729,34.60
5900,30,0.9916,0.1729,34.59
5950,31,0.9383,0.1729,34.39
6000,33,0.8370,0.1729,33.71
6050,37,0.6704,0.1729,32.32
6100,39,0.6008,0.1729,30.49
6150,41,0.5574,0.1729,28.74
6200,43,0.5266,0.1931,27.24
6250,48,0.4401,0.1931,25.60
6300,48,0.4550,0.1931,24.00
6350,42,0.4850,0.1931,24.51
