tick,population,mean_s,mean_cv,resource
50,15,0.0000,1.0000,95.20
100,15,0.0000,1.0000,91.66
150,15,0.0040,1.0000,88.82
200,15,0.0164,1.0000,86.54
250,15,0.0224,1.0000,84.70
300,15,0.0277,1.0000,83.21
350,15,0.0324,1.0000,82.02
400,15,0.0401,1.0000,81.06
450,15,0.0433,1.0000,80.28
500,15,0.0461,1.0000,79.65
550,15,0.0486,1.0000,79.14
600,15,0.0527,1.0000,78.73
650,15,0.0543,1.0000,78.40
700,16,0.0523,1.0000,77.84
750,24,0.0107,1.0000,71.63
800,27,0.0074,1.0000,63.39
850,29,0.0102,1.0000,55.55
900,30,0.0147,1.0000,49.51
950,30,0.0209,1.0000,45.56
1000,30,0.0286,1.0000,43.02
1050,30,0.0355,1.0000,41.40
1100,30,0.0392,1.0000,40.36
1150,30,0.0425,1.0000,39.69
1200,30,0.0466,1.0000,39.26
1250,27,0.0558,1.0000,38.99
1300,21,0.0745,1.0000,41.58
1350,17,0.0952,1.0000,46.67
1400,16,0.1051,1.0000,52.02
1450,16,0.1087,1.0000,56.29
1500,16,0.1107,1.0000,59.64
1550,16,0.1124,1.0000,62.26
1600,16,0.1145,1.0000,64.31
1650,16,0.1164,1.0000,65.91
1700,17,0.0700,1.0000,66.68
1750,17,0.0686,1.0000,66.96
1800,17,0.0748,1.0000,67.16
1850,17,0.0884,1.0000,67.30
1900,19,0.0885,1.0000,66.75
1950,26,0.0431,1.0000,61.29
2000,27,0.0493,1.0000,55.35
2050,31,0.0518,1.0000,49.93
2100,32,0.0582,1.0000,45.14
2150,32,0.0662,1.0000,41.64
2200,32,0.0786,1.0000,39.46
2250,20,0.1359,1.0000,40.01
2300,13,0.2209,1.0000,46.76
2350,9,0.3341,1.0000,55.68
2400,9,0.3575,1.0000,64.68
2450,9,0.3693,1.0000,72.48
2500,9,0.3783,1.0000,79.24
2550,9,0.3862,1.0000,85.10
2600,9,0.3985,1.0000,90.17
2650,9,0.4048,1.0000,94.57
2700,9,0.4095,1.0000,98.38
2750,11,0.2168,1.0000,99.66
2800,11,0.2117,1.0000,99.66
2850,15,0.1186,1.0000,98.46
2900,17,0.0850,1.0000,92.09
2950,18,0.0973,1.0000,85.63
3000,18,0.1311,1.0000,80.39
3050,18,0.1764,1.0000,76.32
3100,18,0.2120,1.0000,73.15
3150,18,0.2399,1.0000,70.66
3200,18,0.2761,1.0000,68.72
3250,18,0.3030,1.0000,67.19
3300,18,0.3218,1.0000,65.99
3350,18,0.3365,1.0000,65.05
3400,18,0.3556,1.0000,64.31
3450,18,0.3698,1.0000,63.73
3500,18,0.3797,1.0000,63.27
3550,19,0.3343,1.0000,62.71
3600,22,0.2333,1.0000,60.70
3650,22,0.2352,1.0000,58.03
3700,24,0.1806,1.0000,55.89
3750,27,0.1799,0.1159,52.22
3800,30,0.1616,0.1158,47.72
3850,31,0.1821,0.1150,43.81
3900,35,0.1538,0.1098,39.92
3950,35,0.1765,0.1098,36.84
4000,35,0.2113,0.1098,34.99
4050,36,0.2360,0.1081,33.76
4100,29,0.3354,0.1081,33.75
4150,27,0.3923,0.1081,35.95
4200,27,0.4231,0.1081,37.70
4250,24,0.5017,0.1081,39.12
4300,17,0.7464,0.1009,43.79
4350,17,0.7733,0.1009,48.38
4400,16,0.8490,0.1018,51.84
4450,16,0.8694,0.1018,55.11
4500,16,0.8908,0.1018,57.59
4550,16,0.9059,0.1018,59.47
4600,16,0.9203,0.1018,60.89
4650,16,0.9311,0.1018,61.95
4700,16,0.9424,0.1018,62.75
4750,16,0.9503,0.1018,63.35
4800,17,0.8617,0.1018,63.72
4850,18,0.7786,0.1018,62.95
4900,19,0.6992,0.1018,61.24
4950,24,0.4142,0.1018,57.08
5000,26,0.3485,0.1018,53.41
5050,29,0.2750,0.1230,48.84
5100,30,0.2942,0.1230,45.07
5150,30,0.3686,0.1230,42.13
5200,31,0.4104,0.1357,39.78
5250,32,0.4442,0.1357,38.07
5300,32,0.5133,0.1357,36.56
5350,32,0.5780,0.1357,35.54
5400,32,0.6398,0.1357,34.84
5450,32,0.6896,0.1357,34.33
5500,32,0.7341,0.1357,33.95
5550,32,0.7738,0.1357,33.66
5600,32,0.8094,0.1357,33.44
5650,32,0.8362,0.1357,33.26
5700,32,0.8597,0.1357,33.11
5750,32,0.8806,0.1357,32.99
5800,32,0.8994,0.1357,32.90
5850,32,0.9136,0.1357,32.82
5900,32,0.9259,0.1357,32.75
5950,32,0.9370,0.1357,32.69
6000,32,0.9469,0.1357,32.64
6050,32,0.9544,0.1357,32.60
6100,33,0.9111,0.1357,32.57
6150,33,0.9156,0.1357,32.19
6200,33,0.9206,0.1357,31.97
6250,33,0.9280,0.1357,31.83
6300,33,0.9393,0.1357,31.74
6350,34,0.8979,0.1357,31.50
