tick,population,mean_s,mean_cv,resource
50,15,0.0000,1.0000,95.20
100,15,0.0000,1.0000,91.66
150,15,0.0200,1.0000,88.79
200,15,0.0914,1.0000,86.44
250,15,0.1284,1.0000,84.45
300,15,0.1610,1.0000,82.78
350,15,0.1897,1.0000,81.37
400,15,0.2371,1.0000,80.20
450,15,0.2567,1.0000,79.21
500,15,0.2739,1.0000,78.38
550,15,0.2890,1.0000,77.68
600,15,0.3141,1.0000,77.10
650,15,0.3244,1.0000,76.61
700,18,0.2107,1.0000,75.22
750,20,0.1909,1.0000,70.91
800,25,0.0850,1.0000,64.34
850,28,0.0652,1.0000,56.72
900,30,0.0826,1.0000,50.79
950,30,0.1116,1.0000,46.20
1000,30,0.1631,1.0000,43.22
1050,30,0.1966,1.0000,41.25
1100,30,0.2257,1.0000,39.96
1150,30,0.2466,1.0000,39.09
1200,30,0.2750,1.0000,38.51
1250,30,0.2927,1.0000,38.11
1300,24,0.3850,1.0000,40.19
1350,21,0.4558,1.0000,43.17
1400,21,0.4772,1.0000,45.79
1450,21,0.4905,1.0000,47.64
1500,21,0.5021,1.0000,48.95
1550,18,0.5955,1.0000,49.99
1600,16,0.6847,1.0000,53.50
1650,15,0.7402,1.0000,57.28
1700,15,0.7488,1.0000,60.31
1750,15,0.7549,1.0000,62.67
1800,15,0.7633,1.0000,64.50
1850,15,0.7684,1.0000,65.93
1900,16,0.6826,1.0000,66.82
1950,23,0.2931,1.0000,63.75
2000,26,0.2007,1.0000,58.13
2050,28,0.1766,1.0000,52.41
2100,30,0.1602,1.0000,47.39
2150,30,0.2256,1.0000,43.86
2200,28,0.3257,1.0000,41.64
2250,24,0.4594,1.0000,42.41
2300,24,0.5336,1.0000,43.44
2350,24,0.6102,1.0000,44.03
2400,24,0.6713,1.0000,44.33
2450,24,0.7147,1.0000,44.45
2500,24,0.7539,1.0000,44.46
2550,24,0.7943,1.0000,44.40
2600,24,0.8265,1.0000,44.31
2650,24,0.8494,1.0000,44.20
2700,24,0.8701,1.0000,44.10
2750,24,0.8914,1.0000,43.99
2800,24,0.9084,1.0000,43.89
2850,24,0.9205,1.0000,43.80
2900,24,0.9314,1.0000,43.72
2950,24,0.9427,1.0000,43.65
3000,24,0.9517,1.0000,43.59
3050,24,0.9581,1.0000,43.54
3100,24,0.9638,1.0000,43.49
3150,25,0.9037,1.0000,43.38
3200,26,0.8443,1.0000,42.56
3250,27,0.7881,1.0000,41.82
3300,28,0.7439,1.0000,40.79
3350,31,0.6195,1.0000,38.72
3400,36,0.4429,1.0000,35.69
3450,38,0.4127,1.0000,32.85
3500,42,0.3448,1.0000,30.44
3550,44,0.3494,1.0000,28.19
3600,46,0.3672,1.0000,26.35
3650,46,0.4320,1.0000,25.14
3700,47,0.4737,1.0000,24.37
3750,36,0.5133,1.0000,26.03
3800,32,0.5970,1.0000,28.82
3850,31,0.6541,1.0000,31.17
3900,30,0.7060,1.0000,32.92
3950,30,0.7501,1.0000,33.94
4000,30,0.7892,1.0000,34.52
4050,30,0.8219,1.0000,34.81
4100,30,0.8448,1.0000,34.95
4150,30,0.8681,1.0000,35.00
4200,30,0.8888,1.0000,35.00
4250,30,0.9060,1.0000,34.97
4300,30,0.9181,1.0000,34.93
4350,30,0.9304,1.0000,34.89
4400,30,0.9413,1.0000,34.85
4450,30,0.9504,1.0000,34.81
4500,30,0.9568,1.0000,34.77
4550,30,0.9633,1.0000,34.74
4600,30,0.9690,1.0000,34.71
4650,30,0.9738,1.0000,34.69
4700,30,0.9772,1.0000,34.66
4750,30,0.9806,1.0000,34.65
4800,30,0.9836,1.0000,34.63
4850,30,0.9862,1.0000,34.62
4900,31,0.9336,1.0000,34.51
4950,32,0.8823,1.0000,34.10
5000,33,0.8357,1.0000,33.42
5050,34,0.7957,1.0000,32.78
5100,34,0.8043,1.0000,32.07
5150,37,0.6999,1.0000,31.02
5200,38,0.6769,1.0000,29.82
5250,40,0.6370,0.1590,28.66
5300,42,0.5997,0.1590,27.48
5350,46,0.5168,0.1798,25.87
5400,47,0.4403,0.1798,24.41
5450,45,0.4296,0.1961,24.32
5500,46,0.4077,0.1807,24.31
5550,44,0.4432,0.1823,24.47
5600,40,0.5163,0.1823,25.46
5650,39,0.5242,0.1823,26.63
5700,38,0.5511,0.1786,27.45
5750,36,0.6191,0.1786,28.34
5800,35,0.6715,0.1786,29.31
5850,35,0.6825,0.1786,29.73
5900,35,0.7176,0.1786,30.09
5950,33,0.7757,0.1786,30.31
6000,33,0.8079,0.1786,31.06
6050,33,0.8406,0.1786,31.45
6100,33,0.8609,0.1786,31.64
6150,33,0.8811,0.1786,31.71
6200,33,0.8986,0.1786,31.73
6250,33,0.9159,0.1786,31.72
6300,33,0.9266,0.1786,31.69
6350,33,0.9372,0.1786,31.66
