tick,population,mean_s,mean_cv,resource
50,15,0.0000,1.0000,95.20
100,15,0.0000,1.0000,91.66
150,15,0.0240,1.0000,88.79
200,15,0.0983,1.0000,86.42
250,15,0.1345,1.0000,84.42
300,15,0.1663,1.0000,82.74
350,15,0.1944,1.0000,81.34
400,15,0.2408,1.0000,80.16
450,15,0.2599,1.0000,79.17
500,15,0.2767,1.0000,78.34
550,15,0.2915,1.0000,77.65
600,15,0.3160,1.0000,77.07
650,15,0.3260,1.0000,76.58
700,19,0.2336,1.0000,74.84
750,23,0.1437,1.0000,69.90
800,26,0.1015,1.0000,62.32
850,27,0.1049,1.0000,55.83
900,30,0.0740,1.0000,49.73
950,30,0.0968,1.0000,45.56
1000,30,0.1380,1.0000,42.86
1050,30,0.1674,1.0000,41.08
1100,30,0.2073,1.0000,39.89
1150,30,0.2325,1.0000,39.08
1200,30,0.2605,1.0000,38.53
1250,28,0.2971,1.0000,38.27
1300,24,0.3729,1.0000,40.13
1350,21,0.4451,1.0000,42.85
1400,21,0.4663,1.0000,45.57
1450,21,0.4789,1.0000,47.50
1500,21,0.4948,1.0000,48.87
1550,18,0.5889,1.0000,50.59
1600,17,0.6373,1.0000,53.38
1650,16,0.6859,1.0000,56.36
1700,16,0.6969,1.0000,58.83
1750,16,0.7038,1.0000,60.72
1800,16,0.7116,1.0000,62.16
1850,16,0.7162,1.0000,63.27
1900,18,0.6021,1.0000,63.43
1950,22,0.4612,1.0000,61.38
2000,27,0.2491,1.0000,57.06
2050,28,0.2176,1.0000,51.47
2100,30,0.1840,1.0000,47.07
2150,30,0.2201,1.0000,43.64
2200,24,0.3319,1.0000,43.19
2250,24,0.3651,1.0000,44.54
2300,24,0.4433,1.0000,45.05
2350,24,0.5041,1.0000,45.29
2400,24,0.5901,1.0000,45.34
2450,24,0.6410,1.0000,45.26
2500,24,0.6951,1.0000,45.12
2550,24,0.7345,1.0000,44.94
2600,24,0.7837,1.0000,44.75
2650,24,0.8106,1.0000,44.57
2700,24,0.8391,1.0000,44.40
2750,24,0.8599,1.0000,44.24
2800,24,0.8858,1.0000,44.10
2850,24,0.9000,1.0000,43.98
2900,24,0.9151,1.0000,43.87
2950,24,0.9260,1.0000,43.78
3000,24,0.9398,1.0000,43.70
3050,24,0.9472,1.0000,43.63
3100,25,0.8900,1.0000,43.44
3150,25,0.8940,1.0000,42.94
3200,25,0.9007,1.0000,42.61
3250,25,0.9125,1.0000,42.37
3300,29,0.6978,1.0000,41.29
3350,33,0.5323,1.0000,39.24
3400,35,0.4705,1.0000,36.18
3450,35,0.4936,1.0000,34.11
3500,36,0.5184,1.0000,32.56
3550,39,0.4757,1.0000,30.92
3600,40,0.4971,1.0000,29.39
3650,41,0.5123,1.0000,28.13
3700,44,0.4853,1.0000,27.05
3750,45,0.5066,1.0000,25.91
3800,44,0.5301,1.0000,25.22
3850,41,0.5246,1.0000,25.69
3900,38,0.5754,1.0000,26.81
3950,37,0.6254,1.0000,27.83
4000,35,0.7006,1.0000,28.96
4050,34,0.7473,1.0000,29.86
4100,33,0.7955,1.0000,30.57
4150,32,0.8339,1.0000,31.20
4200,31,0.8750,1.0000,32.26
4250,31,0.8907,1.0000,32.90
4300,31,0.9077,1.0000,33.26
4350,31,0.9194,1.0000,33.45
4400,31,0.9340,1.0000,33.54
4450,31,0.9423,1.0000,33.59
4500,31,0.9513,1.0000,33.60
4550,31,0.9575,1.0000,33.59
4600,31,0.9652,1.0000,33.58
4650,31,0.9696,1.0000,33.56
4700,31,0.9743,1.0000,33.55
4750,31,0.9776,1.0000,33.53
4800,31,0.9816,1.0000,33.52
4850,31,0.9839,1.0000,33.50
4900,31,0.9864,1.0000,33.49
4950,32,0.9344,1.0000,33.14
5000,32,0.9354,1.0000,32.91
5050,32,0.9413,1.0000,32.78
5100,33,0.8967,1.0000,32.41
5150,33,0.9046,1.0000,32.12
5200,35,0.8214,0.1981,31.65
5250,39,0.6711,0.1981,30.33
5300,43,0.5459,0.1981,28.37
5350,44,0.5371,0.1981,26.66
5400,47,0.4875,0.1981,25.21
5450,47,0.5061,0.1981,24.28
5500,42,0.5839,0.1981,24.30
5550,40,0.5610,0.1981,25.23
5600,40,0.5757,0.1981,26.18
5650,39,0.5680,0.1912,27.03
5700,40,0.5512,0.1996,27.14
5750,40,0.5850,0.1996,27.13
5800,37,0.6559,0.1996,27.50
5850,38,0.6618,0.1958,27.92
5900,39,0.6371,0.1897,27.93
5950,39,0.6099,0.1897,27.85
6000,38,0.6208,0.1904,28.07
6050,38,0.6550,0.1904,28.19
6100,38,0.7023,0.1904,28.20
6150,37,0.7469,0.1904,28.43
6200,35,0.8064,0.1904,29.01
6250,34,0.8425,0.1904,29.83
6300,32,0.8897,0.1904,30.77
6350,32,0.9037,0.1904,31.58
