tick,population,mean_s,mean_cv,resource
50,15,0.0000,1.0000,95.20
100,15,0.0000,1.0000,91.66
150,15,0.0200,1.0000,88.79
200,15,0.0819,1.0000,86.44
250,15,0.1121,1.0000,84.48
300,15,0.1386,1.0000,82.84
350,15,0.1620,1.0000,81.47
400,15,0.2006,1.0000,80.34
450,15,0.2166,1.0000,79.39
500,15,0.2306,1.0000,78.60
550,15,0.2429,1.0000,77.95
600,15,0.2633,1.0000,77.40
650,15,0.2717,1.0000,76.94
700,15,0.2791,1.0000,76.56
750,21,0.1754,1.0000,72.78
800,25,0.1239,1.0000,66.27
850,28,0.0646,1.0000,58.45
900,30,0.0416,1.0000,51.38
950,30,0.0600,1.0000,46.68
1000,30,0.0995,1.0000,43.64
1050,30,0.1265,1.0000,41.65
1100,30,0.1570,1.0000,40.33
1150,30,0.1823,1.0000,39.44
1200,30,0.2093,1.0000,38.84
1250,30,0.2242,1.0000,38.43
1300,25,0.2883,1.0000,39.36
1350,21,0.3623,1.0000,42.06
1400,20,0.4018,1.0000,45.68
1450,20,0.4136,1.0000,48.32
1500,20,0.4263,1.0000,50.22
1550,20,0.4369,1.0000,51.59
1600,18,0.4980,1.0000,53.15
1650,16,0.5680,1.0000,55.51
1700,16,0.5764,1.0000,58.34
1750,16,0.5834,1.0000,60.53
1800,16,0.5908,1.0000,62.20
1850,16,0.5949,1.0000,63.49
1900,16,0.5994,1.0000,64.48
1950,18,0.5360,1.0000,64.71
2000,22,0.3454,1.0000,62.77
2050,28,0.1716,1.0000,57.83
2100,31,0.1082,1.0000,50.22
2150,32,0.0975,1.0000,44.80
2200,32,0.1466,1.0000,41.32
2250,21,0.3141,1.0000,40.93
2300,20,0.4269,1.0000,44.82
2350,20,0.5120,1.0000,47.59
2400,20,0.5878,1.0000,49.50
2450,20,0.6454,1.0000,50.77
2500,20,0.6976,1.0000,51.61
2550,20,0.7425,1.0000,52.13
2600,20,0.7825,1.0000,52.45
2650,20,0.8129,1.0000,52.62
2700,20,0.8404,1.0000,52.69
2750,20,0.8641,1.0000,52.70
2800,20,0.8852,1.0000,52.68
2850,20,0.9012,1.0000,52.63
2900,20,0.9158,1.0000,52.57
2950,20,0.9283,1.0000,52.50
3000,20,0.9394,1.0000,52.44
3050,20,0.9479,1.0000,52.37
3100,21,0.8784,1.0000,52.23
3150,22,0.8123,1.0000,51.28
3200,24,0.6904,1.0000,50.01
3250,27,0.5414,1.0000,47.81
3300,31,0.3945,1.0000,44.07
3350,36,0.2603,1.0000,39.60
3400,37,0.2765,1.0000,35.96
3450,38,0.3098,1.0000,33.39
3500,40,0.3377,1.0000,31.13
3550,40,0.4093,1.0000,29.54
3600,40,0.4860,1.0000,28.58
3650,40,0.5531,1.0000,27.96
3700,40,0.6205,1.0000,27.53
3750,40,0.6759,1.0000,27.22
3800,36,0.7514,1.0000,27.69
3850,36,0.7838,1.0000,28.49
3900,36,0.8179,1.0000,28.89
3950,36,0.8443,1.0000,29.06
4000,36,0.8688,1.0000,29.13
4050,36,0.8859,1.0000,29.13
4100,36,0.9039,1.0000,29.11
4150,36,0.9178,1.0000,29.07
4200,36,0.9308,1.0000,29.04
4250,36,0.9398,1.0000,29.00
4300,36,0.9493,1.0000,28.97
4350,36,0.9566,1.0000,28.94
4400,36,0.9635,1.0000,28.91
4450,36,0.9682,1.0000,28.89
4500,36,0.9732,1.0000,28.87
4550,36,0.9771,1.0000,28.85
4600,36,0.9807,1.0000,28.84
4650,36,0.9832,1.0000,28.83
4700,36,0.9859,1.0000,28.82
4750,36,0.9879,1.0000,28.81
4800,36,0.9898,1.0000,28.80
4850,36,0.9911,1.0000,28.79
4900,36,0.9925,1.0000,28.79
4950,36,0.9936,1.0000,28.78
5000,37,0.9479,1.0000,28.55
5050,39,0.8642,1.0000,28.31
5100,39,0.8652,1.0000,27.65
5150,42,0.7579,1.0000,26.87
5200,43,0.7323,1.0000,25.98
5250,46,0.6345,1.0000,24.93
5300,48,0.5928,0.2257,23.96
5350,48,0.5746,0.2257,23.46
5400,52,0.4412,0.2560,22.50
5450,52,0.4345,0.2560,21.65
5500,52,0.4193,0.2560,21.44
5550,52,0.4311,0.2674,21.57
5600,47,0.4486,0.2610,21.92
5650,44,0.5076,0.2610,23.12
5700,42,0.5583,0.2610,24.15
5750,43,0.5800,0.2610,24.93
5800,40,0.6298,0.2610,25.46
5850,39,0.6728,0.2610,26.41
5900,39,0.7164,0.2610,26.89
5950,39,0.7304,0.2711,27.15
6000,39,0.7625,0.2711,27.21
6050,37,0.8115,0.2711,27.60
6100,37,0.8378,0.2711,28.01
6150,37,0.8608,0.2711,28.21
6200,37,0.8829,0.2711,28.28
6250,36,0.9110,0.2711,28.53
6300,36,0.9246,0.2711,28.75
6350,36,0.9355,0.2711,28.85
