tick,population,mean_s,mean_cv,resource
50,15,0.0000,1.0000,95.20
100,15,0.0000,1.0000,91.66
150,15,0.0120,1.0000,88.80
200,15,0.0491,1.0000,86.49
250,15,0.0672,1.0000,84.59
300,15,0.0832,1.0000,83.03
350,15,0.0972,1.0000,81.75
400,15,0.1204,1.0000,80.70
450,15,0.1299,1.0000,79.83
500,15,0.1383,1.0000,79.12
550,15,0.1457,1.0000,78.54
600,15,0.1580,1.0000,78.06
650,15,0.1630,1.0000,77.67
700,21,0.0621,1.0000,74.77
750,24,0.0528,1.0000,67.65
800,27,0.0544,1.0000,60.87
850,29,0.0410,1.0000,54.06
900,30,0.0509,1.0000,48.50
950,30,0.0648,1.0000,44.83
1000,30,0.0877,1.0000,42.47
1050,30,0.1033,1.0000,40.94
1100,30,0.1149,1.0000,39.94
1150,30,0.1274,1.0000,39.28
1200,30,0.1408,1.0000,38.84
1250,25,0.1787,1.0000,39.20
1300,21,0.2215,1.0000,42.15
1350,18,0.2695,1.0000,46.49
1400,18,0.2812,1.0000,50.40
1450,18,0.2884,1.0000,53.34
1500,18,0.2938,1.0000,55.56
1550,18,0.2996,1.0000,57.23
1600,18,0.3058,1.0000,58.48
1650,18,0.3096,1.0000,59.42
1700,18,0.3125,1.0000,60.12
1750,18,0.3156,1.0000,60.65
1800,18,0.3188,1.0000,61.04
1850,19,0.2684,1.0000,61.20
1900,21,0.2423,1.0000,60.02
1950,24,0.2118,1.0000,57.62
2000,29,0.1292,1.0000,52.68
2050,31,0.0857,1.0000,47.08
2100,34,0.0680,1.0000,42.68
2150,26,0.1151,1.0000,39.22
2200,12,0.3494,1.0000,46.00
2250,12,0.4405,1.0000,54.02
2300,12,0.5077,1.0000,60.56
2350,12,0.5767,1.0000,65.88
2400,12,0.6537,1.0000,70.18
2450,12,0.7047,1.0000,73.64
2500,12,0.7402,1.0000,76.41
2550,12,0.7766,1.0000,78.64
2600,12,0.8172,1.0000,80.41
2650,12,0.8442,1.0000,81.81
2700,12,0.8629,1.0000,82.93
2750,12,0.8821,1.0000,83.81
2800,12,0.9035,1.0000,84.49
2850,12,0.9178,1.0000,85.03
2900,17,0.4583,1.0000,83.33
2950,20,0.2860,1.0000,77.46
3000,22,0.2043,1.0000,71.29
3050,24,0.1750,1.0000,64.87
3100,24,0.2448,1.0000,59.43
3150,24,0.3168,1.0000,55.51
3200,24,0.4203,1.0000,52.64
3250,24,0.5082,1.0000,50.49
3300,24,0.5792,1.0000,48.89
3350,24,0.6341,1.0000,47.67
3400,24,0.6933,1.0000,46.76
3450,24,0.7405,1.0000,46.05
3500,24,0.7779,1.0000,45.50
3550,24,0.8069,1.0000,45.08
3600,24,0.8382,1.0000,44.74
3650,24,0.8630,1.0000,44.47
3700,24,0.8828,1.0000,44.26
3750,24,0.8981,1.0000,44.09
3800,24,0.9146,1.0000,43.94
3850,24,0.9277,1.0000,43.83
3900,24,0.9382,1.0000,43.73
3950,24,0.9462,1.0000,43.65
4000,25,0.8886,1.0000,43.21
4050,28,0.7242,1.0000,42.43
4100,29,0.6802,1.0000,40.84
4150,34,0.4861,1.0000,38.45
4200,34,0.5047,1.0000,35.85
4250,37,0.4405,1.0000,33.41
4300,41,0.3706,0.1009,30.82
4350,44,0.3368,0.1224,28.35
4400,46,0.3544,0.1340,26.34
4450,46,0.4243,0.1340,25.16
4500,46,0.4975,0.1340,24.48
4550,36,0.5437,0.1340,25.78
4600,32,0.5935,0.1340,28.82
4650,30,0.6563,0.1340,31.25
4700,30,0.6940,0.1340,33.00
4750,30,0.7314,0.1340,34.02
4800,30,0.7773,0.1340,34.58
4850,30,0.8110,0.1340,34.87
4900,30,0.8360,0.1340,35.00
4950,30,0.8576,0.1340,35.04
5000,30,0.8825,0.1340,35.04
5050,30,0.9003,0.1340,35.00
5100,30,0.9135,0.1340,34.96
5150,30,0.9249,0.1340,34.91
5200,30,0.9380,0.1340,34.87
5250,30,0.9474,0.1340,34.82
5300,30,0.9543,0.1340,34.78
5350,30,0.9604,0.1340,34.75
5400,30,0.9673,0.1340,34.72
5450,30,0.9722,0.1340,34.69
5500,30,0.9759,0.1340,34.67
5550,30,0.9791,0.1340,34.65
5600,31,0.9286,0.1340,34.50
5650,31,0.9289,0.1340,34.17
5700,31,0.9318,0.1340,33.97
5750,31,0.9399,0.1340,33.84
5800,31,0.9477,0.1340,33.75
5850,34,0.8083,0.1340,33.23
5900,35,0.7661,0.1340,32.01
5950,37,0.6932,0.1340,30.87
6000,38,0.6747,0.1340,29.75
6050,41,0.5980,0.1340,28.60
6100,45,0.5097,0.1340,26.76
6150,46,0.5124,0.1771,25.29
6200,43,0.5323,0.1771,25.02
6250,43,0.5087,0.2029,25.20
6300,42,0.5054,0.2356,25.37
6350,40,0.4968,0.2617,26.40
