tick,population,mean_s,mean_cv,resource
50,15,0.0000,1.0000,95.20
100,15,0.0000,1.0000,91.66
150,15,0.0080,1.0000,88.81
200,15,0.0328,1.0000,86.51
250,15,0.0448,1.0000,84.64
300,15,0.0554,1.0000,83.12
350,15,0.0648,1.0000,81.88
400,15,0.0803,1.0000,80.88
450,15,0.0866,1.0000,80.05
500,15,0.0922,1.0000,79.39
550,15,0.0972,1.0000,78.84
600,15,0.1053,1.0000,78.40
650,17,0.0959,1.0000,76.89
700,18,0.0585,1.0000,73.97
750,21,0.0498,1.0000,69.71
800,26,0.0476,1.0000,63.42
850,29,0.0259,1.0000,56.00
900,30,0.0378,1.0000,49.76
950,30,0.0493,1.0000,45.66
1000,30,0.0659,1.0000,43.03
1050,30,0.0810,1.0000,41.33
1100,30,0.0949,1.0000,40.22
1150,30,0.1035,1.0000,39.50
1200,30,0.1135,1.0000,39.03
1250,27,0.1349,1.0000,38.72
1300,22,0.1756,1.0000,41.83
1350,20,0.2000,1.0000,45.59
1400,20,0.2079,1.0000,48.54
1450,19,0.2255,1.0000,50.98
1500,18,0.2445,1.0000,53.68
1550,18,0.2485,1.0000,55.88
1600,18,0.2531,1.0000,57.55
1650,18,0.2568,1.0000,58.80
1700,18,0.2602,1.0000,59.74
1750,18,0.2623,1.0000,60.45
1800,19,0.2508,1.0000,60.77
1850,21,0.1622,1.0000,59.99
1900,22,0.1515,1.0000,58.25
1950,25,0.1118,1.0000,55.29
2000,25,0.1246,1.0000,52.30
2050,27,0.1310,1.0000,49.62
2100,30,0.1130,1.0000,45.77
2150,22,0.1474,1.0000,44.30
2200,13,0.2808,1.0000,49.85
2250,12,0.3596,1.0000,57.11
2300,12,0.4269,1.0000,63.22
2350,12,0.4833,1.0000,68.19
2400,12,0.5385,1.0000,72.23
2450,12,0.5803,1.0000,75.49
2500,12,0.6188,1.0000,78.13
2550,12,0.6486,1.0000,80.25
2600,12,0.6777,1.0000,81.94
2650,12,0.6998,1.0000,83.30
2700,12,0.7201,1.0000,84.38
2750,13,0.6300,1.0000,85.01
2800,15,0.5112,1.0000,83.31
2850,16,0.4436,1.0000,81.03
2900,18,0.3347,1.0000,77.14
2950,20,0.2834,1.0000,71.80
3000,21,0.2734,1.0000,67.17
3050,22,0.2771,1.0000,63.07
3100,24,0.2508,1.0000,58.50
3150,24,0.3044,1.0000,54.88
3200,24,0.3685,1.0000,52.28
3250,24,0.4275,1.0000,50.37
3300,24,0.4869,1.0000,48.95
3350,24,0.5417,1.0000,47.88
3400,24,0.5858,1.0000,47.07
3450,24,0.6191,1.0000,46.45
3500,24,0.6505,1.0000,45.98
3550,24,0.6794,1.0000,45.61
3600,24,0.7027,1.0000,45.32
3650,24,0.7203,1.0000,45.08
3700,25,0.6798,1.0000,44.55
3750,25,0.6929,1.0000,44.01
3800,25,0.7082,1.0000,43.63
3850,24,0.7527,1.0000,43.87
3900,26,0.6578,1.0000,43.46
3950,28,0.5995,0.0847,42.61
4000,28,0.5866,0.0847,41.28
4050,28,0.5810,0.0847,40.06
4100,26,0.6619,1.0000,40.08
4150,30,0.5194,0.0801,39.68
4200,30,0.5435,0.0801,38.42
4250,31,0.5459,0.0801,37.23
4300,35,0.4440,0.0999,35.68
4350,37,0.4254,0.0999,33.49
4400,38,0.4359,0.0999,31.76
4450,38,0.4933,0.0999,30.46
4500,39,0.5242,0.0999,29.56
4550,39,0.5863,0.0999,28.77
4600,39,0.6394,0.0999,28.26
4650,39,0.6910,0.0999,27.91
4700,40,0.6988,0.0999,27.46
4750,34,0.7572,0.0999,28.33
4800,33,0.7988,0.0999,29.61
4850,33,0.8255,0.0999,30.62
4900,33,0.8495,0.0999,31.17
4950,33,0.8752,0.0999,31.46
5000,33,0.8927,0.0999,31.60
5050,33,0.9079,0.0999,31.65
5100,33,0.9206,0.0999,31.66
5150,33,0.9341,0.0999,31.65
5200,33,0.9434,0.0999,31.62
5250,33,0.9514,0.0999,31.60
5300,33,0.9581,0.0999,31.57
5350,34,0.9153,0.0999,31.46
5400,35,0.8731,0.0999,31.00
5450,35,0.8760,0.0999,30.55
5500,36,0.8401,0.0999,29.99
5550,36,0.8571,0.0999,29.65
5600,36,0.8721,0.0999,29.44
5650,36,0.8886,0.0999,29.30
5700,36,0.9082,0.0999,29.19
5750,38,0.8355,0.0999,28.66
5800,39,0.7351,0.0999,28.39
5850,40,0.6745,0.1824,28.09
5900,41,0.6565,0.1824,27.45
5950,43,0.6173,0.2282,26.57
6000,42,0.6556,0.2282,25.86
6050,41,0.6742,0.2282,25.83
6100,40,0.6881,0.2282,26.23
6150,40,0.6665,0.2513,26.69
6200,39,0.6737,0.2513,27.18
6250,38,0.7092,0.2513,27.58
6300,42,0.5792,0.2513,27.36
6350,41,0.6074,0.2513,26.72
