tick,population,mean_s,mean_cv,resource
50,15,0.0000,1.0000,95.20
100,15,0.0000,1.0000,91.66
150,15,0.0200,1.0000,88.79
200,15,0.0819,1.0000,86.44
250,15,0.1121,1.0000,84.48
300,15,0.1386,1.0000,82.84
350,15,0.1620,1.0000,81.47
400,15,0.2006,1.0000,80.34
450,15,0.2166,1.0000,79.39
500,15,0.2306,1.0000,78.60
550,15,0.2429,1.0000,77.95
600,15,0.2633,1.0000,77.40
650,17,0.2041,1.0000,75.88
700,17,0.2078,1.0000,73.79
750,23,0.1352,1.0000,69.21
800,26,0.0781,1.0000,61.91
850,29,0.0564,1.0000,55.37
900,30,0.0734,1.0000,49.51
950,30,0.0954,1.0000,45.42
1000,30,0.1333,1.0000,42.77
1050,30,0.1597,1.0000,41.03
1100,30,0.1840,1.0000,39.88
1150,30,0.2040,1.0000,39.12
1200,30,0.2272,1.0000,38.60
1250,27,0.2686,1.0000,38.48
1300,21,0.3636,1.0000,40.97
1350,21,0.3787,1.0000,44.34
1400,20,0.4160,1.0000,47.02
1450,20,0.4275,1.0000,49.27
1500,20,0.4376,1.0000,50.89
1550,20,0.4460,1.0000,52.06
1600,17,0.5361,1.0000,53.85
1650,16,0.5772,1.0000,56.46
1700,16,0.5838,1.0000,59.07
1750,16,0.5894,1.0000,61.08
1800,16,0.5957,1.0000,62.62
1850,19,0.4333,1.0000,63.01
1900,19,0.4305,1.0000,61.76
1950,22,0.3148,1.0000,59.74
2000,23,0.3096,1.0000,56.93
2050,28,0.2013,1.0000,53.04
2100,30,0.1825,1.0000,48.16
2150,30,0.2144,1.0000,44.33
2200,22,0.2899,1.0000,43.09
2250,20,0.3765,1.0000,45.66
2300,20,0.4493,1.0000,48.28
2350,20,0.5253,1.0000,50.08
2400,20,0.6006,1.0000,51.28
2450,20,0.6607,1.0000,52.04
2500,20,0.7067,1.0000,52.50
2550,20,0.7495,1.0000,52.77
2600,20,0.7892,1.0000,52.89
2650,20,0.8209,1.0000,52.92
2700,20,0.8452,1.0000,52.90
2750,20,0.8678,1.0000,52.85
2800,20,0.8888,1.0000,52.77
2850,20,0.9055,1.0000,52.69
2900,20,0.9183,1.0000,52.61
2950,20,0.9302,1.0000,52.52
3000,20,0.9413,1.0000,52.45
3050,22,0.8019,1.0000,51.73
3100,24,0.6781,1.0000,49.88
3150,25,0.6302,1.0000,48.13
3200,30,0.4264,1.0000,45.38
3250,31,0.4084,1.0000,41.83
3300,33,0.3743,1.0000,38.92
3350,34,0.4051,1.0000,36.72
3400,35,0.4422,1.0000,34.56
3450,36,0.4663,1.0000,32.97
3500,36,0.5290,1.0000,31.84
3550,37,0.5598,1.0000,30.80
3600,38,0.5810,1.0000,29.84
3650,39,0.5946,1.0000,29.13
3700,40,0.6052,1.0000,28.28
3750,40,0.6532,1.0000,27.64
3800,40,0.6992,1.0000,27.24
3850,38,0.7519,1.0000,27.45
3900,37,0.7927,1.0000,27.94
3950,36,0.8342,1.0000,28.35
4000,35,0.8721,1.0000,28.99
4050,35,0.8910,1.0000,29.42
4100,35,0.9057,1.0000,29.63
4150,35,0.9200,1.0000,29.73
4200,35,0.9325,1.0000,29.77
4250,35,0.9425,1.0000,29.78
4300,35,0.9503,1.0000,29.77
4350,35,0.9578,1.0000,29.75
4400,35,0.9644,1.0000,29.73
4450,35,0.9696,1.0000,29.71
4500,35,0.9737,1.0000,29.69
4550,35,0.9777,1.0000,29.68
4600,35,0.9812,1.0000,29.66
4650,35,0.9840,1.0000,29.65
4700,35,0.9861,1.0000,29.64
4750,35,0.9882,1.0000,29.63
4800,35,0.9901,1.0000,29.63
4850,35,0.9915,1.0000,29.62
4900,37,0.9013,1.0000,29.36
4950,37,0.8995,1.0000,28.86
5000,39,0.8200,1.0000,28.49
5050,42,0.7143,0.2328,27.41
5100,44,0.6576,0.2328,26.16
5150,46,0.6172,0.2328,24.91
5200,50,0.4932,0.2328,23.73
5250,49,0.5010,0.2458,22.60
5300,48,0.4965,0.2458,22.55
5350,46,0.5133,0.2585,22.82
5400,44,0.5349,0.2585,23.21
5450,41,0.5947,0.2585,24.44
5500,41,0.5942,0.2585,25.17
5550,44,0.5421,0.2585,25.22
5600,42,0.5949,0.2585,25.44
5650,43,0.5527,0.2499,25.70
5700,43,0.5968,0.2499,25.45
5750,41,0.6577,0.2499,25.61
5800,38,0.7294,0.2499,26.44
5850,39,0.7274,0.2499,26.93
5900,38,0.7119,0.2468,26.98
5950,38,0.7368,0.2468,27.48
6000,38,0.7659,0.2468,27.71
6050,38,0.7978,0.2468,27.79
6100,37,0.8394,0.2468,27.84
6150,36,0.8744,0.2468,28.14
6200,35,0.9066,0.2468,28.84
6250,35,0.9213,0.2468,29.29
6300,35,0.9318,0.2468,29.52
6350,35,0.9418,0.2468,29.64
