tick,population,mean_s,mean_cv,resource
50,15,0.0000,1.0000,95.20
100,15,0.0000,1.0000,91.66
150,15,0.0240,1.0000,88.79
200,15,0.0983,1.0000,86.42
250,15,0.1345,1.0000,84.42
300,15,0.1663,1.0000,82.74
350,15,0.1944,1.0000,81.34
400,15,0.2408,1.0000,80.16
450,15,0.2599,1.0000,79.17
500,15,0.2767,1.0000,78.34
550,15,0.2915,1.0000,77.65
600,15,0.3160,1.0000,77.07
650,15,0.3260,1.0000,76.58
700,20,0.2201,1.0000,73.09
750,23,0.1408,1.0000,66.91
800,25,0.1379,1.0000,60.67
850,29,0.0867,1.0000,54.44
900,29,0.1071,1.0000,49.15
950,30,0.1033,1.0000,45.28
1000,30,0.1367,1.0000,42.67
1050,30,0.1677,1.0000,40.96
1100,30,0.1983,1.0000,39.82
1150,30,0.2264,1.0000,39.05
1200,30,0.2580,1.0000,38.51
1250,26,0.3194,1.0000,38.50
1300,23,0.3829,1.0000,40.35
1350,21,0.4405,1.0000,43.29
1400,21,0.4644,1.0000,45.89
1450,21,0.4786,1.0000,47.74
1500,21,0.4912,1.0000,49.03
1550,17,0.6206,1.0000,51.37
1600,17,0.6361,1.0000,54.31
1650,17,0.6453,1.0000,56.53
1700,17,0.6536,1.0000,58.20
1750,17,0.6609,1.0000,59.46
1800,17,0.6690,1.0000,60.40
1850,19,0.5652,1.0000,60.26
1900,20,0.5031,1.0000,59.26
1950,23,0.4117,1.0000,57.47
2000,24,0.3764,1.0000,54.36
2050,27,0.3254,1.0000,50.79
2100,29,0.2800,1.0000,46.92
2150,24,0.3113,1.0000,44.95
2200,22,0.3508,1.0000,47.06
2250,23,0.3557,1.0000,47.91
2300,24,0.3787,1.0000,47.88
2350,24,0.4380,1.0000,47.33
2400,24,0.5136,1.0000,46.85
2450,24,0.5786,1.0000,46.40
2500,24,0.6405,1.0000,45.99
2550,24,0.6875,1.0000,45.62
2600,24,0.7386,1.0000,45.28
2650,24,0.7776,1.0000,44.99
2700,24,0.8103,1.0000,44.73
2750,24,0.8351,1.0000,44.51
2800,24,0.8620,1.0000,44.32
2850,24,0.8827,1.0000,44.16
2900,24,0.8999,1.0000,44.02
2950,24,0.9130,1.0000,43.90
3000,24,0.9272,1.0000,43.80
3050,24,0.9381,1.0000,43.71
3100,24,0.9472,1.0000,43.64
3150,25,0.8870,1.0000,43.19
3200,27,0.7735,1.0000,42.12
3250,30,0.6318,1.0000,40.41
3300,30,0.6462,1.0000,38.69
3350,32,0.5857,1.0000,37.12
3400,34,0.5481,1.0000,35.60
3450,36,0.5131,1.0000,33.98
3500,36,0.5558,1.0000,32.36
3550,37,0.5638,1.0000,31.10
3600,38,0.5782,1.0000,30.04
3650,39,0.5929,1.0000,29.13
3700,41,0.5738,1.0000,27.99
3750,43,0.5549,1.0000,26.77
3800,42,0.5732,1.0000,25.87
3850,39,0.6179,1.0000,26.49
3900,38,0.6699,1.0000,27.29
3950,38,0.6281,1.0000,27.90
4000,37,0.6416,1.0000,28.22
4050,37,0.6671,1.0000,28.60
4100,36,0.7082,1.0000,29.05
4150,36,0.7497,1.0000,29.30
4200,36,0.7903,1.0000,29.38
4250,35,0.8287,1.0000,29.52
4300,33,0.8735,1.0000,30.18
4350,32,0.9029,1.0000,30.96
4400,32,0.9194,1.0000,31.67
4450,32,0.9314,1.0000,32.07
4500,32,0.9408,1.0000,32.29
4550,32,0.9487,1.0000,32.40
4600,32,0.9575,1.0000,32.46
4650,32,0.9638,1.0000,32.48
4700,32,0.9688,1.0000,32.48
4750,32,0.9729,1.0000,32.48
4800,32,0.9776,1.0000,32.47
4850,33,0.9301,1.0000,32.43
4900,34,0.8817,1.0000,31.82
4950,34,0.8847,1.0000,31.40
5000,37,0.7630,1.0000,30.74
5050,37,0.7734,1.0000,29.81
5100,38,0.7494,1.0000,29.24
5150,39,0.7334,1.0000,28.44
5200,42,0.6538,0.2408,27.57
5250,40,0.6831,0.2408,26.77
5300,41,0.6203,0.2408,26.54
5350,41,0.6177,0.2408,26.66
5400,40,0.6385,0.2408,26.42
5450,40,0.6383,0.2408,26.67
5500,41,0.5944,0.2408,26.75
5550,40,0.6023,0.2408,26.62
5600,41,0.5776,0.2350,26.75
5650,39,0.6228,0.2350,27.03
5700,39,0.6463,0.2350,27.05
5750,37,0.7014,0.2350,27.50
5800,36,0.7485,0.2350,28.34
5850,35,0.7606,0.2350,28.98
5900,36,0.7191,0.2304,29.53
5950,37,0.7007,0.2304,29.28
6000,38,0.6535,0.2289,29.14
6050,40,0.6062,0.2207,28.37
6100,40,0.6399,0.2207,27.70
6150,40,0.6486,0.2207,27.33
6200,38,0.7095,0.2207,27.17
6250,37,0.7482,0.2207,27.88
6300,35,0.8006,0.2207,28.58
6350,33,0.8510,0.2207,29.80
